GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1105881087	2022-03-08 00:05:59.912853	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							RB Río Plátano--Sector Las Marías	L3147373	H	15.6786569	-84.8405160	2021-03-24	06:35:00	obsr334424	S84297228	Traveling	P22	EBIRD	645	9.000		2	1	G6464843	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1104084224	2022-03-08 00:01:52.229902	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							RB Río Plátano--Sector Las Marías	L3147373	H	15.6786569	-84.8405160	2021-03-24	06:35:00	obsr1431694	S84153451	Traveling	P22	EBIRD	645	9.000		2	1	G6464843	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1106855868	2021-08-05 16:39:14.135313	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							Rio Plátano , Sur de las Marias	L4957049	P	15.6787418	-84.8848343	2021-03-25	06:28:00	obsr1304780	S84375001	Traveling	P22	EBIRD_CAMERICA	220	3.000		6	1	G6472018	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1106573995	2021-05-16 16:31:51.50245	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							Chulla Walla	L14207887	P	15.6660954	-84.8999071	2021-03-24	06:40:00	obsr538458	S84352601	Traveling	P22	EBIRD_CAMERICA	340	5.500		6	1	G6471893	0	1	0		Con : Joel Amaya , Jorge Avila , Sandra Fernandez , Olbin Bejarano y Ricardo Aguilar		
URN:CornellLabOfOrnithology:EBIRD:OBS1106707110	2021-08-05 00:46:57.697163	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							Rio Plátano , Sur de las Marias	L4957049	P	15.6787418	-84.8848343	2021-03-25	06:28:00	obsr823743	S84363588	Traveling	P22	EBIRD_CAMERICA	220	3.000		6	1	G6472018	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1106618460	2021-05-16 16:31:51.50245	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							Chulla Walla	L14207887	P	15.6660954	-84.8999071	2021-03-24	06:40:00	obsr823743	S84355938	Traveling	P22	EBIRD_CAMERICA	340	5.500		6	1	G6471893	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1106645737	2021-08-05 00:46:57.697163	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							Rio Plátano , Sur de las Marias	L4957049	P	15.6787418	-84.8848343	2021-03-25	06:28:00	obsr651458	S84358098	Traveling	P22	EBIRD_CAMERICA	220	3.000		6	1	G6472018	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1106855920	2021-05-16 16:31:51.50245	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							Chulla Walla	L14207887	P	15.6660954	-84.8999071	2021-03-24	06:40:00	obsr1304780	S84374934	Traveling	P22	EBIRD_CAMERICA	340	5.500		6	1	G6471893	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1131848677	2021-05-02 17:33:37.086707	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Gracias a Dios	HN-GD							Waicowan	L14608966	P	15.6724375	-84.8960354	2021-04-21	06:10:00	obsr538458	S86348566	Traveling	P22	EBIRD	250	3.500		7	1	G6605575	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1131858460	2021-05-02 17:33:37.086707	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Gracias a Dios	HN-GD							Waicowan	L14608966	P	15.6724375	-84.8960354	2021-04-21	06:10:00	obsr273067	S86349108	Traveling	P22	EBIRD	250	3.500		7	1	G6605575	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1131994451	2021-05-02 17:33:37.086707	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Gracias a Dios	HN-GD							Waicowan	L14608966	P	15.6724375	-84.8960354	2021-04-21	06:10:00	obsr1487717	S86359692	Traveling	P22	EBIRD	250	3.500		7	1	G6605575	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1132686853	2021-05-02 17:33:37.086707	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Gracias a Dios	HN-GD							Waicowan	L14608966	P	15.6724375	-84.8960354	2021-04-21	06:10:00	obsr1501251	S86411233	Traveling	P22	EBIRD	250	3.500		7	1	G6605575	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1504903698	2022-08-25 11:23:42.988096	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Gracias a Dios	HN-GD							Waicowan	L14608966	P	15.6724375	-84.8960354	2021-04-21	06:10:00	obsr288685	S117537696	Traveling	P22	EBIRD	250	3.500		7	1	G6605575	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1132041090	2021-05-02 17:33:37.086707	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Gracias a Dios	HN-GD							Waicowan	L14608966	P	15.6724375	-84.8960354	2021-04-21	06:10:00	obsr925217	S86363685	Traveling	P22	EBIRD	250	3.500		7	1	G6605575	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1341089287	2022-02-13 09:47:52.413742	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				5					Honduras	HN	Gracias a Dios	HN-GD							Petroglifos	L14209240	P	15.6619342	-84.8900458	2022-01-28	07:19:00	obsr1513219	S102558256	Traveling	P22	EBIRD	226	10.060		2	1	G7824364	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1334490386	2022-02-04 20:49:36.352269	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Gracias a Dios	HN-GD							Camino a Pico Dama	L7528467	P	15.6746463	-84.8585907	2022-01-27	06:27:00	obsr1487717	S102034413	Traveling	P22	EBIRD	1071	22.620		2	1	G7824358	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1334987160	2022-02-05 13:35:13.968804	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				5					Honduras	HN	Gracias a Dios	HN-GD							Petroglifos	L14209240	P	15.6619342	-84.8900458	2022-01-28	07:19:00	obsr30305	S102071487	Traveling	P22	EBIRD	226	10.060		2	1	G7824364	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1334535485	2022-02-04 21:54:27.359866	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Gracias a Dios	HN-GD							Camino a Pico Dama	L7528467	P	15.6746463	-84.8585907	2022-01-27	06:27:00	obsr188862	S102037366	Traveling	P22	EBIRD	1071	22.620		2	1	G7824358	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1334507584	2022-02-04 20:47:42.230089	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				5					Honduras	HN	Gracias a Dios	HN-GD							Petroglifos	L14209240	P	15.6619342	-84.8900458	2022-01-28	07:19:00	obsr1487717	S102035540	Traveling	P22	EBIRD	226	10.060		2	1	G7824364	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1367045864	2022-03-16 09:59:36.169083	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				5					Honduras	HN	Gracias a Dios	HN-GD							Petroglifos	L14209240	P	15.6619342	-84.8900458	2022-01-28	07:19:00	obsr1506567	S104928674	Traveling	P22	EBIRD	226	10.060		2	1	G7824364	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1334507892	2022-02-04 20:47:42.230089	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				5					Honduras	HN	Gracias a Dios	HN-GD							Petroglifos	L14209240	P	15.6619342	-84.8900458	2022-01-28	07:19:00	obsr188862	S102035548	Traveling	P22	EBIRD	226	10.060		2	1	G7824364	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1334987098	2022-02-05 13:35:09.416617	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Gracias a Dios	HN-GD							Camino a Pico Dama	L7528467	P	15.6746463	-84.8585907	2022-01-27	06:27:00	obsr30305	S102071478	Traveling	P22	EBIRD	1071	22.620		2	1	G7824358	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1367045802	2022-03-16 09:59:29.642592	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Gracias a Dios	HN-GD							Camino a Pico Dama	L7528467	P	15.6746463	-84.8585907	2022-01-27	06:27:00	obsr1506567	S104928670	Traveling	P22	EBIRD	1071	22.620		2	1	G7824358	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1341089349	2022-02-13 09:47:55.441697	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Gracias a Dios	HN-GD							Camino a Pico Dama	L7528467	P	15.6746463	-84.8585907	2022-01-27	06:27:00	obsr1513219	S102558262	Traveling	P22	EBIRD	1071	22.620		2	1	G7824358	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1350999438	2022-02-27 21:53:29.572225	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							RB Río Plátano--Centro de Visitantes de Pico Dama	L17902755	H	15.6939542	-84.9156417	2022-02-22	07:29:00	obsr1287588	S103607347	Traveling	P22	EBIRD	88	1.947		10	1	G7927370	0	1	0		Sendero del Centro de visitantes Pico Dama		
URN:CornellLabOfOrnithology:EBIRD:OBS1352721200	2022-03-04 19:33:50.57331	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							RB Río Plátano--Centro de Visitantes de Pico Dama	L17902755	H	15.6939542	-84.9156417	2022-02-22	07:29:00	obsr538458	S103747108	Traveling	P22	EBIRD	88	1.947		10	1	G7927370	0	1	0		Sendero del Centro de visitantes Pico Dama		
URN:CornellLabOfOrnithology:EBIRD:OBS1351159952	2022-02-27 15:51:56.124325	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							RB Río Plátano--Centro de Visitantes de Pico Dama	L17902755	H	15.6939542	-84.9156417	2022-02-22	07:29:00	obsr1487717	S103617406	Traveling	P22	EBIRD	88	1.947		10	1	G7927370	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1351150838	2022-02-25 11:59:31.320179	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							RB Río Plátano--Centro de Visitantes de Pico Dama	L17902755	H	15.6939542	-84.9156417	2022-02-22	06:00:00	obsr334421	S103616315	Traveling	P22	EBIRD	48	0.354		3	1	G7928056	0	1	0		Centro de Visitantes Pico Dama		
URN:CornellLabOfOrnithology:EBIRD:OBS1351151068	2022-02-27 15:51:56.124325	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							RB Río Plátano--Centro de Visitantes de Pico Dama	L17902755	H	15.6939542	-84.9156417	2022-02-22	07:29:00	obsr334421	S103616327	Traveling	P22	EBIRD	88	1.947		10	1	G7927370	0	1	0		Sendero del Centro de visitantes Pico Dama		
URN:CornellLabOfOrnithology:EBIRD:OBS1351202550	2022-02-25 11:59:31.320179	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							RB Río Plátano--Centro de Visitantes de Pico Dama	L17902755	H	15.6939542	-84.9156417	2022-02-22	06:00:00	obsr334434	S103622727	Traveling	P22	EBIRD	48	0.354		3	1	G7928056	0	1	0		Centro de Visitantes Pico Dama		
URN:CornellLabOfOrnithology:EBIRD:OBS1351004061	2022-02-25 11:59:31.320179	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							RB Río Plátano--Centro de Visitantes de Pico Dama	L17902755	H	15.6939542	-84.9156417	2022-02-22	06:00:00	obsr1287588	S103607956	Traveling	P22	EBIRD	48	0.354		3	1	G7928056	0	1	0		Centro de Visitantes Pico Dama		
URN:CornellLabOfOrnithology:EBIRD:OBS1351215496	2022-02-27 15:51:56.124325	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							RB Río Plátano--Centro de Visitantes de Pico Dama	L17902755	H	15.6939542	-84.9156417	2022-02-22	07:29:00	obsr334434	S103622734	Traveling	P22	EBIRD	88	1.947		10	1	G7927370	0	1	0		Sendero del Centro de visitantes Pico Dama		
URN:CornellLabOfOrnithology:EBIRD:OBS1351012173	2022-02-27 15:51:56.124325	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							RB Río Plátano--Centro de Visitantes de Pico Dama	L17902755	H	15.6939542	-84.9156417	2022-02-22	07:29:00	obsr517186	S103607874	Traveling	P22	EBIRD	88	1.947		10	1	G7927370	0	1	0		Sendero del Centro de visitantes Pico Dama		
URN:CornellLabOfOrnithology:EBIRD:OBS1360680631	2023-05-18 11:55:04.109619	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							El Guano	L14209514	P	15.7305786	-84.8081985	2022-03-06	08:14:00	obsr1487717	S104419504	Traveling	P22	EBIRD	334	1.800		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1632593486	2023-02-26 12:10:29.759442	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Gracias a Dios	HN-GD							Comunidad De Las Marías. Departamento De Gracias A Dios.	L22585682	P	15.6761392	-84.8425733	2023-02-16	05:13:00	obsr334424	S128482978	Traveling	P22	EBIRD	916	3.203		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1765498105	2023-06-21 18:06:07.997495	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							RB Río Plátano--Ruta Sulawhala a Pico Dama	L17902736	H	15.6863383	-84.8904667	2023-06-14	09:41:00	obsr1371932	S142300049	Traveling	P22	EBIRD	112	3.000		4	1	G10444995	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1761938948	2023-06-18 20:21:29.21848	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							RB Río Plátano--Ruta Sulawhala a Pico Dama	L17902736	H	15.6863383	-84.8904667	2023-06-14	09:41:00	obsr1487717	S141842972	Traveling	P22	EBIRD	112	3.000		4	1	G10444995	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1761913416	2023-06-18 20:21:29.21848	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Gracias a Dios	HN-GD							RB Río Plátano--Ruta Sulawhala a Pico Dama	L17902736	H	15.6863383	-84.8904667	2023-06-14	09:41:00	obsr675615	S141839842	Traveling	P22	EBIRD	112	3.000		4	1	G10444995	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS562803911	2021-08-05 16:39:17.200907	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							PN Sierra de Agalta--El Murmullo, Sector Las Delicias	L4276952	H	14.8957900	-85.9458700	2017-01-18	05:30:00	obsr554856	S41522656	Traveling	P22	EBIRD_CAMERICA	780	8.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS459278400	2023-05-18 11:55:38.614785	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							PN Sierra de Agalta--El Murmullo, Sector Las Delicias	L4276952	H	14.8957900	-85.9458700	2017-01-18	19:00:00	obsr175163	S33839635	Traveling	P22	EBIRD	600	6.437		2	1	G2159414	1	1	0			Stunning views of one perched near trail at 1300m. 	
URN:CornellLabOfOrnithology:EBIRD:OBS458976505	2023-05-18 11:55:38.572811	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							PN Sierra de Agalta--El Murmullo, Sector Las Delicias	L4276952	H	14.8957900	-85.9458700	2017-01-18	19:00:00	obsr108577	S33813008	Traveling	P22	EBIRD	600	6.437		2	1	G2159414	1	1	0			Stunning views of one perched near trail at 1300m.	
URN:CornellLabOfOrnithology:EBIRD:OBS466911114	2023-05-18 11:55:23.704059	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							Parque Arqueológico Cuevas de Talgua	L2617387	H	14.8971222	-85.8714607	2017-02-15	07:01:00	obsr175163	S34470128	Traveling	P22	EBIRD	540	12.875		3	1	G2218091	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS470147677	2020-08-16 17:13:06	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							HN-Unnamed Road - 15.096x-86.738 - Feb 23, 2017 4:21 PM	L5503602	P	15.0958747	-86.7381800	2017-02-23	07:30:00	obsr162335	S34772887	Traveling	P22	EBIRD_NJ	166	8.047		5	1	G2235536	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1059477046	2021-07-20 21:49:02.342139	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							RVS La Muralla--Área Completa (Considerar localidades específicas)	L1301685	H	15.1026667	-86.7367339	2017-02-23	08:00:00	obsr162335	S79895508	Traveling	P22	EBIRD_NJ	240	12.875		5	1	G6208150	0	1	0			La Muralla National Park and road from La Union to Pico Bonito	
URN:CornellLabOfOrnithology:EBIRD:OBS466911240	2023-05-18 11:55:23.732998	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							Parque Arqueológico Cuevas de Talgua	L2617387	H	14.8971222	-85.8714607	2017-02-14	07:19:00	obsr175163	S34470135	Traveling	P22	EBIRD	519	12.070		3	1	G2218092	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS466026415	2023-05-18 11:55:23.617727	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							Parque Arqueológico Cuevas de Talgua	L2617387	H	14.8971222	-85.8714607	2017-02-15	07:01:00	obsr108577	S34392100	Traveling	P22	EBIRD	540	12.875		3	1	G2218091	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS470128517	2020-08-16 17:13:06	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							HN-Unnamed Road - 15.096x-86.738 - Feb 23, 2017 4:21 PM	L5503602	P	15.0958747	-86.7381800	2017-02-23	07:30:00	obsr5524	S34771305	Traveling	P22	EBIRD_NJ	166	8.047		5	1	G2235536	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS469818521	2020-08-16 17:13:06	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							HN-Unnamed Road - 15.096x-86.738 - Feb 23, 2017 4:21 PM	L5503602	P	15.0958747	-86.7381800	2017-02-23	07:30:00	obsr169994	S34740250	Traveling	P22	EBIRD_NJ	166	8.047		5	1	G2235536	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS464291544	2021-08-17 17:47:37.410704	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							Parque Arqueológico Cuevas de Talgua	L2617387	H	14.8971222	-85.8714607	2017-02-08	07:13:00	obsr108577	S34249878	Traveling	P22	EBIRD	400	11.265		2	1	G2218094	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS466911551	2021-08-17 17:47:37.563832	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							Parque Arqueológico Cuevas de Talgua	L2617387	H	14.8971222	-85.8714607	2017-02-08	07:13:00	obsr175163	S34470152	Traveling	P22	EBIRD	400	11.265		2	1	G2218094	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS465778488	2023-05-18 11:55:23.649987	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							Parque Arqueológico Cuevas de Talgua	L2617387	H	14.8971222	-85.8714607	2017-02-14	07:19:00	obsr108577	S34369945	Traveling	P22	EBIRD	519	12.070		3	1	G2218092	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS474160185	2021-08-19 17:22:33.523912	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							RVS La Muralla--Área Completa (Considerar localidades específicas)	L1301685	H	15.1026667	-86.7367339	2017-03-09	06:30:00	obsr398519	S35088360	Traveling	P22	EBIRD	390	2.897		4	1	G2264798	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS474156004	2021-08-19 17:22:33.52785	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							RVS La Muralla--Área Completa (Considerar localidades específicas)	L1301685	H	15.1026667	-86.7367339	2017-03-09	06:30:00	obsr548297	S35088047	Traveling	P22	EBIRD	390	2.897		4	1	G2264798	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS474162024	2021-08-19 17:22:33.533071	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							RVS La Muralla--Área Completa (Considerar localidades específicas)	L1301685	H	15.1026667	-86.7367339	2017-03-09	06:30:00	obsr419548	S35088513	Traveling	P22	EBIRD	390	2.897		4	1	G2264798	0	1	0		Trail monte escondido to top and down to river (1200m), then back the same way		
URN:CornellLabOfOrnithology:EBIRD:OBS515020569	2021-08-19 17:22:33.518563	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							RVS La Muralla--Área Completa (Considerar localidades específicas)	L1301685	H	15.1026667	-86.7367339	2017-03-09	06:30:00	obsr939909	S37878416	Traveling	P22	EBIRD	390	2.897		4	1	G2264798	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS500153414	2021-07-20 21:49:02.342139	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							RVS La Muralla--Área Completa (Considerar localidades específicas)	L1301685	H	15.1026667	-86.7367339	2017-05-13	04:54:00	obsr143555	S36881449	Stationary	P21	EBIRD_CAMERICA	41			4	1	G2419960	0	1	0		Visitor center 		
URN:CornellLabOfOrnithology:EBIRD:OBS641958648	2021-07-20 21:49:02.342139	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							RVS La Muralla--Área Completa (Considerar localidades específicas)	L1301685	H	15.1026667	-86.7367339	2017-05-13	04:54:00	obsr665125	S47359133	Stationary	P21	EBIRD_CAMERICA	41			4	1	G2419960	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS500188964	2021-07-20 21:49:02.342139	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							RVS La Muralla--Área Completa (Considerar localidades específicas)	L1301685	H	15.1026667	-86.7367339	2017-05-13	05:35:00	obsr398519	S36883376	Traveling	P22	EBIRD_CAMERICA	120	1.800		4	1	G2419964	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS641959281	2021-07-20 21:49:02.342139	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							RVS La Muralla--Área Completa (Considerar localidades específicas)	L1301685	H	15.1026667	-86.7367339	2017-05-12	05:11:00	obsr665125	S47359179	Traveling	P22	EBIRD_CAMERICA	153	1.800		4	1	G2419934	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS500668015	2021-08-19 17:22:33.554818	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							RVS La Muralla--Área Completa (Considerar localidades específicas)	L1301685	H	15.1026667	-86.7367339	2017-05-12	17:09:00	obsr143555	S36910092	Stationary	P21	EBIRD	12			2	1	G2422914	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS641958749	2021-07-20 21:49:02.342139	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Olancho	HN-OL							RVS La Muralla--Área Completa (Considerar localidades específicas)	L1301685	H	15.1026667	-86.7367339	2017-05-12	15:42:00	obsr665125	S47359141	Traveling	P22	EBIRD_CAMERICA	77	1.000		2	1	G3358142	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS500148324	2021-07-20 21:49:02.342139	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Olancho	HN-OL							RVS La Muralla--Área Completa (Considerar localidades específicas)	L1301685	H	15.1026667	-86.7367339	2017-05-12	15:42:00	obsr143555	S36881167	Traveling	P22	EBIRD_CAMERICA	77	1.000		2	1	G3358142	0	1	0		Nain 		
URN:CornellLabOfOrnithology:EBIRD:OBS500188562	2021-07-20 21:49:02.342139	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Olancho	HN-OL							RVS La Muralla--Área Completa (Considerar localidades específicas)	L1301685	H	15.1026667	-86.7367339	2017-05-12	05:11:00	obsr398519	S36883350	Traveling	P22	EBIRD_CAMERICA	153	1.800		4	1	G2419934	0	1	0				
