GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1503188326	2023-05-18 10:32:25.120038	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Loop Trail at The Lodge	L5646295	H	15.6821824	-86.9010007	2022-08-22	06:05:00	obsr289884	S117390212	Traveling	P22	EBIRD	127	3.420		2	1	G8822955	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1546749503	2023-05-18 10:31:57.987935	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Unbelievable Falls Trails at The Lodge	L2435781	H	15.6834728	-86.8984437	2022-10-23	08:41:00	obsr412493	S121201483	Traveling	P22	EBIRD	288	3.810		7	1	G9081340	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1546716562	2023-05-18 10:31:57.799799	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Unbelievable Falls Trails at The Lodge	L2435781	H	15.6834728	-86.8984437	2022-10-23	08:41:00	obsr1287588	S121198743	Traveling	P22	EBIRD	288	3.810		7	1	G9081340	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1550903293	2022-10-30 19:45:49.921551	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Finca Mars	L1767167	H	15.6975746	-86.9072086	2022-10-29	15:15:00	obsr1243168	S121537731	Traveling	P22	EBIRD	131	4.056		4	1	G9109506	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1550912928	2022-10-30 19:45:49.921551	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Finca Mars	L1767167	H	15.6975746	-86.9072086	2022-10-29	15:15:00	obsr1149214	S121538316	Traveling	P22	EBIRD	131	4.056		4	1	G9109506	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1547606895	2023-05-18 10:31:57.755469	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Unbelievable Falls Trails at The Lodge	L2435781	H	15.6834728	-86.8984437	2022-10-23	08:41:00	obsr1487717	S121269811	Traveling	P22	EBIRD	288	3.810		7	1	G9081340	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1546743141	2023-05-18 10:31:57.840292	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Unbelievable Falls Trails at The Lodge	L2435781	H	15.6834728	-86.8984437	2022-10-23	08:41:00	obsr925217	S121201016	Traveling	P22	EBIRD	288	3.810		7	1	G9081340	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1550902259	2022-10-30 19:45:49.921551	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Finca Mars	L1767167	H	15.6975746	-86.9072086	2022-10-29	15:15:00	obsr1431694	S121537673	Traveling	P22	EBIRD	131	4.056		4	1	G9109506	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1546719154	2023-05-18 10:31:57.868818	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Unbelievable Falls Trails at The Lodge	L2435781	H	15.6834728	-86.8984437	2022-10-23	08:41:00	obsr823743	S121198947	Traveling	P22	EBIRD	288	3.810		7	1	G9081340	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1535616232	2022-10-26 03:23:16.642341	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Finca Mars	L1767167	H	15.6975746	-86.9072086	2022-10-08	14:50:00	obsr334424	S120263486	Traveling	P22	EBIRD	158	3.830		3	1	G9011800	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1546863959	2023-05-18 10:31:57.904386	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Unbelievable Falls Trails at The Lodge	L2435781	H	15.6834728	-86.8984437	2022-10-23	08:41:00	obsr1304780	S121210784	Traveling	P22	EBIRD	288	3.810		7	1	G9081340	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1546788434	2023-05-18 10:31:57.95393	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Unbelievable Falls Trails at The Lodge	L2435781	H	15.6834728	-86.8984437	2022-10-23	08:41:00	obsr1501863	S121204954	Traveling	P22	EBIRD	288	3.810		7	1	G9081340	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1550872792	2022-10-30 19:45:49.921551	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Finca Mars	L1767167	H	15.6975746	-86.9072086	2022-10-29	15:15:00	obsr334424	S121536122	Traveling	P22	EBIRD	131	4.056		4	1	G9109506	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1535623194	2022-10-26 03:24:53.3804	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Finca Mars	L1767167	H	15.6975746	-86.9072086	2022-10-08	14:50:00	obsr1431694	S120263616	Traveling	P22	EBIRD	158	3.830		3	1	G9011800	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1578925992	2022-12-10 17:30:48.516234	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Jardín Botánico Lancetilla--senderos en la Reserva Biológica (bosque natural)	L1840810	H	15.7149337	-87.4501419	2022-12-10	07:46:00	obsr976641	S123756084	Traveling	P22	EBIRD	276	4.060		4	1	G9280977	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1578938667	2022-12-10 17:30:48.516234	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Jardín Botánico Lancetilla--senderos en la Reserva Biológica (bosque natural)	L1840810	H	15.7149337	-87.4501419	2022-12-10	07:46:00	obsr672587	S123757125	Traveling	P22	EBIRD	276	4.060		4	1	G9280977	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1637818102	2023-05-18 10:31:30.012685	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Finca Mars	L1767167	H	15.6975746	-86.9072086	2023-02-20	08:37:00	obsr334424	S129214957	Traveling	P22	EBIRD	201	3.492		3	1	G9714016	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1640200854	2023-03-09 16:28:43.464149	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Lodge at Pico Bonito	L870828	H	15.6929962	-86.9022846	2023-02-18	07:59:00	obsr684838	S129451910	Traveling	P22	EBIRD	240	4.020		3	1	G9696671	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1634281635	2023-02-18 12:12:22.545311	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Loop Trail at The Lodge	L5646295	H	15.6821824	-86.9010007	2023-02-18	06:06:00	obsr59106	S128715695	Traveling	P22	EBIRD	284	5.386		2	1		0	1	0			Photo	
URN:CornellLabOfOrnithology:EBIRD:OBS1633148461	2023-05-18 10:33:09.23401	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Lodge at Pico Bonito	L870828	H	15.6929962	-86.9022846	2023-02-17	07:21:00	obsr59106	S128552992	Traveling	P22	EBIRD	243	4.874		2	1	G9793802	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1634378645	2023-03-09 16:28:43.464149	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Lodge at Pico Bonito	L870828	H	15.6929962	-86.9022846	2023-02-18	07:59:00	obsr131276	S128734022	Traveling	P22	EBIRD	240	4.020		3	1	G9696671	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1640801875	2023-02-24 12:03:23.423625	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Lodge at Pico Bonito	L870828	H	15.6929962	-86.9022846	2023-02-24	07:11:00	obsr936596	S129510362	Traveling	P22	EBIRD	191	3.867		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1636587322	2023-03-09 16:28:43.464149	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Lodge at Pico Bonito	L870828	H	15.6929962	-86.9022846	2023-02-18	07:59:00	obsr317249	S129054954	Traveling	P22	EBIRD	240	4.020		3	1	G9696671	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1651771511	2023-05-18 10:33:09.25586	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Lodge at Pico Bonito	L870828	H	15.6929962	-86.9022846	2023-02-17	07:21:00	obsr328838	S130548051	Traveling	P22	EBIRD	243	4.874		2	1	G9793802	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1639586891	2023-05-18 10:31:30.162895	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Finca Mars	L1767167	H	15.6975746	-86.9072086	2023-02-20	08:37:00	obsr823743	S129392385	Traveling	P22	EBIRD	201	3.492		3	1	G9714016	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1669664194	2023-03-30 14:16:35.632667	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Lodge at Pico Bonito	L870828	H	15.6929962	-86.9022846	2023-03-30	11:49:00	obsr1056680	S132232036	Traveling	P22	EBIRD	22	0.810		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1705755107	2023-05-01 16:21:50.31793	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Jardín Botánico Lancetilla	L1062098	H	15.7390580	-87.4535751	2023-04-22	16:49:00	obsr3691518	S135729919	Traveling	P22	EBIRD_CAMERICA	63	2.000		2	1	G10116707	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1699607605	2023-04-26 20:48:51.72521	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2023-04-22	16:19:00	obsr3691518	S135130145	Traveling	P22	EBIRD	58	1.270		3	1	G10052725	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1699604986	2023-04-26 20:46:25.850551	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2023-04-22	16:17:00	obsr3691518	S135129929	Traveling	P22	EBIRD	70	1.465		2	1	G10051596	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1697586378	2023-07-13 20:03:26.204425	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Jardín Botánico Lancetilla--Calle de acceso	L25906790	H	15.7661701	-87.4567928	2023-04-22	06:51:00	obsr622363	S134936216	Traveling	P22	EBIRD	97	0.750		2	1	G10079282	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1694843662	2023-04-23 06:43:07.674166	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2023-04-22	16:19:00	obsr1287588	S134676776	Traveling	P22	EBIRD	58	1.270		3	1	G10052725	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1702158859	2023-04-29 07:51:19.34827	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2023-04-22	16:19:00	obsr334434	S135376106	Traveling	P22	EBIRD	58	1.270		3	1	G10052725	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1687502035	2023-05-25 14:58:41.809532	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2023-04-16	06:26:00	obsr334424	S133979473	Traveling	P22	EBIRD	178	3.042		3	1	G10313675	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1697597636	2023-04-26 19:53:38.058284	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Jardín Botánico Lancetilla	L1062098	H	15.7390580	-87.4535751	2023-04-22	15:41:00	obsr622363	S134936325	Traveling	P22	EBIRD	138	4.040		2	1	G10079281	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1699552661	2023-04-26 19:53:38.058284	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Jardín Botánico Lancetilla	L1062098	H	15.7390580	-87.4535751	2023-04-22	15:41:00	obsr3691518	S135125230	Traveling	P22	EBIRD	138	4.040		2	1	G10079281	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1694866851	2023-04-23 01:45:33.249831	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2023-04-22	16:19:00	obsr334421	S134677343	Traveling	P22	EBIRD	58	1.270		3	1	G10052725	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1694741429	2023-04-22 20:46:51.964437	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2023-04-22	16:17:00	obsr1406789	S134667421	Traveling	P22	EBIRD	70	1.465		2	1	G10051596	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1695074626	2023-05-01 16:21:50.31793	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Jardín Botánico Lancetilla	L1062098	H	15.7390580	-87.4535751	2023-04-22	16:49:00	obsr2274399	S134694132	Traveling	P22	EBIRD_CAMERICA	63	2.000		2	1	G10116707	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1699555832	2023-05-18 10:30:09.475593	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							De La Entrada De Lancetilla Al CV	L10290593	P	15.7673567	-87.4571450	2023-04-22	06:51:00	obsr3691518	S135125231	Traveling	P22	EBIRD	97	0.750		2	1	G10079282	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1694728665	2023-04-22 20:46:51.964437	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2023-04-22	16:17:00	obsr334424	S134666613	Traveling	P22	EBIRD	70	1.465		2	1	G10051596	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1740279384	2023-05-25 14:58:41.809532	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2023-04-16	06:26:00	obsr1487717	S139221243	Traveling	P22	EBIRD	178	3.042		3	1	G10313675	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1724714259	2023-07-13 19:47:54.887604	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Jardín Botánico Lancetilla--Calle de acceso	L25906790	H	15.7661701	-87.4567928	2023-05-13	13:56:00	obsr622363	S137606539	Traveling	P22	EBIRD	38	0.240		2	1	G10219510	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1740279160	2023-05-25 14:58:41.220025	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Lodge at Pico Bonito	L870828	H	15.6929962	-86.9022846	2023-05-01	07:21:00	obsr1487717	S139221238	Traveling	P22	EBIRD	239	3.490		2	1	G10313672	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1705738559	2023-05-25 14:58:41.220025	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Lodge at Pico Bonito	L870828	H	15.6929962	-86.9022846	2023-05-01	07:21:00	obsr1287588	S135728524	Traveling	P22	EBIRD	239	3.490		2	1	G10313672	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1724727340	2023-05-14 01:05:35.807534	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Entrada JbL - La Posa	L9298264	P	15.7550510	-87.4553440	2023-05-13	13:56:00	obsr3537775	S137606765	Traveling	P22	EBIRD	38	0.240		2	1	G10219510	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1766939104	2023-06-26 14:14:12.867583	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Presa CH San Juan	L9345272	P	15.5382977	-87.2491227	2023-06-23	05:13:00	obsr289884	S142484004	Traveling	P22	EBIRD_CAMERICA	43	1.146		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1800446123	2023-08-09 11:40:45.071676	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Las Camelias Punto Monitoreo Bioclimatico. Departamento de Atlántida, HN (15.65, -87.004)	L26478340	P	15.6495769	-87.0036490	2023-07-31	06:32:00	obsr1406789	S146837538	Traveling	P22	EBIRD	321	3.440		3	1	G10681344	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1800151358	2023-08-09 11:40:45.071676	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Las Camelias Punto Monitoreo Bioclimatico. Departamento de Atlántida, HN (15.65, -87.004)	L26478340	P	15.6495769	-87.0036490	2023-07-31	06:32:00	obsr558620	S146806100	Traveling	P22	EBIRD	321	3.440		3	1	G10681344	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS674296510	2019-04-01 14:42:48	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Colón	HN-CL							PN Capiro Calentura--Sendero a las torres	L4003912	H	15.8834135	-85.9454870	2018-10-19	06:52:00	obsr1043873	S49746581	Traveling	P22	EBIRD	300	12.000		3	1	G3569439	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS675518059	2019-04-01 14:41:33	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Colón	HN-CL							PN Capiro Calentura--Sendero a las torres	L4003912	H	15.8834135	-85.9454870	2018-10-19	06:52:00	obsr1173294	S49860203	Traveling	P22	EBIRD	300	12.000		3	1	G3569439	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS671485235	2021-03-31 20:35:06.782688	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Colón	HN-CL							PN Capiro Calentura--Sendero a las torres	L4003912	H	15.8834135	-85.9454870	2018-10-19	06:52:00	obsr338329	S49542813	Traveling	P22	EBIRD	300	12.000		3	1	G3569439	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS735591576	2019-08-09 23:39:32	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Colón	HN-CL							Campamento Base Valle Waraská	L8975904	P	15.3201140	-85.2897640	2019-03-31	07:50:00	obsr546395	S54711796	Traveling	P22	EBIRD_CAMERICA	120	1.600		2	1	G4023320	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS735456150	2021-01-13 11:17:57.160051	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Colón	HN-CL							Campamento Base Valle Waraská	L8975904	P	15.3201140	-85.2897640	2019-03-26	08:20:00	obsr460573	S54702008	Traveling	P22	EBIRD_CAMERICA	180	2.500		4	1	G4023335	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS733739214	2021-01-13 11:17:55.829966	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Colón	HN-CL							Campamento Base Valle Waraská	L8975904	P	15.3201140	-85.2897640	2019-03-26	08:20:00	obsr538458	S54568835	Traveling	P22	EBIRD_CAMERICA	180	2.500		4	1	G4023335	0	1	0		Salida hacia el nacimiento del Rio Plátano		
URN:CornellLabOfOrnithology:EBIRD:OBS734107905	2019-08-09 23:39:31	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Colón	HN-CL							Campamento Base Valle Waraská	L8975904	P	15.3201140	-85.2897640	2019-03-31	07:50:00	obsr538458	S54601234	Traveling	P22	EBIRD_CAMERICA	120	1.600		2	1	G4023320	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS735455872	2019-08-09 23:39:31	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Colón	HN-CL							Campamento Base Valle Waraská	L8975904	P	15.3201140	-85.2897640	2019-03-28	08:14:00	obsr460573	S54701992	Traveling	P22	EBIRD_CAMERICA	180	1.200		3	1	G4023326	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS736320547	2021-01-13 11:17:58.004766	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Colón	HN-CL							Campamento Base Valle Waraská	L8975904	P	15.3201140	-85.2897640	2019-03-26	08:20:00	obsr1140115	S54767487	Traveling	P22	EBIRD_CAMERICA	180	2.500		4	1	G4023335	0	1	0		Salida hacia el nacimiento del Rio Plátano		
URN:CornellLabOfOrnithology:EBIRD:OBS735455662	2019-08-09 23:39:32	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Colón	HN-CL							Campamento Base Valle Waraská	L8975904	P	15.3201140	-85.2897640	2019-03-31	07:50:00	obsr460573	S54701980	Traveling	P22	EBIRD_CAMERICA	120	1.600		2	1	G4023320	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS733784434	2019-08-09 23:39:30	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Colón	HN-CL							Campamento Base Valle Waraská	L8975904	P	15.3201140	-85.2897640	2019-03-28	08:14:00	obsr538458	S54572083	Traveling	P22	EBIRD_CAMERICA	180	1.200		3	1	G4023326	0	1	0		Subida al filo de la montaña en busqueda de la cotinga , Con : Francisco Rovelo y Edwin Miranda		
URN:CornellLabOfOrnithology:EBIRD:OBS735456294	2019-08-09 23:39:29	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Colón	HN-CL							Campamento Base Valle Waraská	L8975904	P	15.3201140	-85.2897640	2019-03-25	07:40:00	obsr460573	S54702017	Traveling	P22	EBIRD_CAMERICA	180	1.800		4	1	G4023340	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS735591822	2019-08-09 23:39:31	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Colón	HN-CL							Campamento Base Valle Waraská	L8975904	P	15.3201140	-85.2897640	2019-03-28	08:14:00	obsr546395	S54711808	Traveling	P22	EBIRD_CAMERICA	180	1.200		3	1	G4023326	0	1	0				
